id,question,answer
2057,does beast sing in the original beauty and the beast,True
2058,is the hudson bay company the oldest company,False
2059,does the ampulla of vater only contain pancreatic juice,False
2060,is 1866 numbers free to call,True
2061,did england play the 2014 fifa world cup,True
2062,available raw materials are one of the limiting factors regulating carrying capacity,True
2063,was the movie gone with the wind filmed in color,True
2064,do you have to be 21 to own a handgun in texas,False
2065,did eazy es son play in straight outta compton,False
2066,can the president suggest new laws to congress,True
2067,are there real estate taxes in puerto rico,True
2068,indian railways forms spv to execute mumbaiahmedabad bullet train project,True
2069,is parallel evolution the same as convergent evolution,False
2070,do you have to go to college to play nba,False
2071,can you eat the dates from a date palm tree,True
2072,did the storming of the bastille start the french revolution,True
2073,has west virginia ever played ohio state in football,True
2074,is there a minor league baseball team in orlando,False
2075,the climate of western europe is a predominantly a marine climate,True
2076,the american revolution british parliament passed stamp act,True
2077,can states take private property for public purposes,True
2078,is it possible to be allergic to perfume,True
2079,is inglewood in the city of los angeles,False
2080,is eyes of the dragon part of the dark tower series,False
2081,did lebron james won a championship in cleveland,True
2082,is a coil pack the same as a distributor,False
2083,is ashley homestore the same as ashley furniture,True
2084,is an american tablespoon the same as uk,False
2085,is ohms law the same for ac and dc,True
2086,can you be offsides on a corner kick,False
2087,is mount and balance the same as alignment,False
2088,is there a sequel to 50 shades of grey,True
2089,does she kill glenn in the book of henry,False
2090,is live with kelly and ryan still on,True
2091,does the jury vote have to be unanimous,True
2092,is it possible for a knight on a chessboard to visit every square once and exactly once,True
2093,is there going to be another season of greys anotomy,True
2094,is a e ticket the same as a boarding pass,False
2095,will there be a season 2 of boy band,True
2096,was the movie the way back a true story,True
2097,do pitchers have to hit in the national league,True
2098,has anyone ever won an oscar and a grammy,True
2099,are grey and red squirrels the same species,False
2100,are there glaciers in glacier national park canada,True
2101,does the b 52 have a tail gunner,True
2102,is big boss the same as solid snake,False
2103,are the navy seals part of the navy,True
2104,was the man from snowy river filmed in australia,True
2105,can you retire from being a supreme court justice,True
2106,is a relative clause the same as a subordinate clause,False
2107,is fifty shades of grey fanfiction of twilight,True
2108,is hawaii five o returning for season 8,True
2109,can a member of the supreme court be removed,True
2110,is it normal to live in a fantasy world,False
2111,the vapor of an azeotrope has the same composition as the unboiled mixture,True
2112,can a minor be given the death penalty in texas,False
2113,is the trespassory taking and carrying away of personal property in the crime of larceny,True
2114,is weight always equal to the normal force,False
2115,is season 8 the last of game of thrones,True
2116,was harry and the hendersons a tv show,True
2117,is linda hunt the voice of edna in the incredibles,False
2118,is trinidad and tobago part of south america,True
2119,what is the significance of independence day in the philippines,False
2120,is bell palsy a lower motor neuron lesion,True
2121,does a rhombus have two sets of parallel lines,True
2122,is black and yellow song about the steelers,True
2123,is the us playing in the workd cup,False
2124,is the lost symbol a sequel to the da vinci code,True
2125,is there a bank of america in canada,True
2126,do you have to give your baby a middle name,False
2127,is canada the biggest country in the world,False
2128,is the north star part of ursa major,False
2129,is memorial day a stat holiday in the usa,True
2130,can a polyhedron have 3 faces 4 vertices and 7 edges,False
2131,is transformers the last knight the last one,False
2132,is budd bills brother in kill bill,True
2133,is ramadan at the same time every year,False
2134,can you still buy a sears kit home,False
2135,did john denver write leaving on a jet plane,True
2136,was rudolf one of santas original reindeer,False
2137,is the eiffel tower the tallest building in the world,False
2138,is the princess and the goblin a disney movie,False
2139,can you be sued for giving someone hiv,True
2140,is mobil 1 the official sponsor for red bull racing f1 team,True
2141,do they sell kraft macaroni and cheese in england,True
2142,does emma find love in once upon a time,True
2143,does the constitution called for separation of church and state,True
2144,does lead have any important uses in nuclear science,True
2145,are there special forces in the air force,True
2146,does paige find out about jj and eve,True
2147,is it law to wear a bicycle helmet in australia,True
2148,did the original bible have chapters and verses,False
2149,is there compulsory military service in the us,False
2150,is chicago the biggest city in the world,False
2151,can it rain without clouds in the sky,True
